"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Escuna;14
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Flutuante;61
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Graneleiro;86
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Hidroavião;2
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Hovercraft;5
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Iate;5
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Jangada;13
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Jet Boat;29
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Lancha;8532
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Laser;4
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Moto-Aquática/similar;8199
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Multicasco (Catamarã, Trimarã, Tetramarã, etc);94
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Outros;3640
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Passageiro;7
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Passageiro / Carga Geral;2
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Pesqueiro;30
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Petroleiro;4
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Plataforma Auto-Elevável;1
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Plataforma Fixa;5
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Porta-Contentor;3
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Químico;1
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Rebocador;103
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Roll-on / Roll-off Passageiro (Ferry Boat);1
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Saveiro;1
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Tanque (transporte de granéis líquidos);4
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Traineira;2
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Transporte de Gases Liquefeitos;2
"5º ";Capitania Fluvial de Porto Alegre;CFALEG;RS;Veleiro;1185
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Alvarenga;1
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Apoio à Manobra;3
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Apoio a Mergulho;8
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Balsa;51
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Barcaça;17
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Batelão;5
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Bote;5926
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Cábrea;2
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Caiaque;96
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Caique;4
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Canoa;221
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Carga Geral;8
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Chata;278
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Dique Flutuante;2
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Draga;112
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Empurrador;8
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Escuna;29
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Flutuante;36
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Iate;20
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Jangada;9
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Jet Boat;41
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Lançador de Linhas;3
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Lancha;6625
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Laser;1
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Moto-Aquática/similar;5803
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Multicasco (Catamarã, Trimarã, Tetramarã, etc);16
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Multipurpose;1
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Outros;1958
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Passageiro;27
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Pesqueiro;1410
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Pesquisa;2
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Porta-Contentor;2
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Rebocador;41
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Roll-on / Roll-off Passageiro (Ferry Boat);5
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Saveiro;4
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Supridor (Supply);61
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Traineira;39
"5º ";Delegacia da Capitania dos Portos em Itajaí;DCPJAI;SC;Veleiro;457
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Balsa;86
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Barcaça;20
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Batelão;49
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Bote;3500
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Cábrea;2
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Caiaque;46
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Caique;285
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Canoa;1756
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Chata;11
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Draga;73
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Empurrador;1
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Escuna;2
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Flutuante;5
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Hovercraft;1
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Iate;8
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Jangada;4
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Jet Boat;11
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Lancha;1276
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Moto-Aquática/similar;1603
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Multicasco (Catamarã, Trimarã, Tetramarã, etc);4
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Outros;6709
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Passageiro;6
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Pesqueiro;115
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Rebocador;14
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Roll-on / Roll-off Passageiro (Ferry Boat);1
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Saveiro;1
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Traineira;10
"5º ";"Delegacia da Capitania dos Portos em Laguna ";DELUNA;SC;Veleiro;43
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Apoio a Mergulho;9
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Balsa;20
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Barcaça;11
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Batelão;1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Bote;12583
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Cábrea;3
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Caiaque;112
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Caique;3
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Canoa;123
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Carga Geral;5
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Chata;49
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Draga;128
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Empurrador;7
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Escuna;8
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Flutuante;17
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Hovercraft;6
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Iate;10
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Jangada;1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Jet Boat;7
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Lançador de Linhas;1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Lancha;4092
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Moto-Aquática/similar;2208
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Multicasco (Catamarã, Trimarã, Tetramarã, etc);31
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Multipurpose;3
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Oceonagráfico;3
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Outros;5261
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Passageiro;28
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Pesqueiro;58
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Pesquisa;1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Plataforma Fixa;1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Quebra-gelo;1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Rebocador;26
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Saveiro;4
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Supridor (Supply);6
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Tanque (transporte de granéis líquidos);1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Traineira;131
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Transporte de Carga Pesada (Navio de Cargas Especiais);1
"5º ";Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;Veleiro;338
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Alvarenga;1
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Balsa;37
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Barcaça;9
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Bote;8594
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Caiaque;22
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Caique;1
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Canoa;1225
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Chata;9
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Draga;33
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Flutuante;7
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Jangada;1
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Jet Boat;6
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Lancha;2226
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Manuseio de Âncora (AHTS);1
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Moto-Aquática/similar;746
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Outros;556
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Passageiro;5
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Plataforma Fixa;1
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Rebocador;16
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Traineira;1
"5º ";Delegacia Fluvial de Uruguaiana;DLURUG;RS;Veleiro;4
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Balsa;29
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Barcaça;3
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Batelão;1
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Bote;9378
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Cábrea;1
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Caiaque;10
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Canoa;418
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Carga Geral;1
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Chata;269
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Draga;42
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Flotel;2
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Flutuante;48
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Hovercraft;2
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Iate;1
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Jangada;1
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Jet Boat;6
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Lancha;1079
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Moto-Aquática/similar;215
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Multicasco (Catamarã, Trimarã, Tetramarã, etc);4
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Outros;1434
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Passageiro;16
"6º ";Agência Fluvial de Cáceres;AGCACE;MT;Rebocador;15
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Balsa;13
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Barcaça;2
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Batelão;3
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Bote;6275
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Caiaque;9
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Canoa;6
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Chata;19
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Curral;1
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Draga;19
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Empurrador;2
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Escuna;1
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Flutuante;9
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Hovercraft;5
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Jet Boat;3
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Lancha;990
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Moto-Aquática/similar;303
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Outros;926
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Passageiro;18
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Passageiro / Carga Geral;1
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Rebocador;6
"6º ";Agência Fluvial de Porto Murtinho;AGMURT;MS;Veleiro;1
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Balsa;92
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Barcaça;8
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Batelão;1
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Bote;180
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Caiaque;3
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Canoa;1980
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Carga Geral;2
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Chata;262
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Dique Flutuante;1
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Draga;5
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Empurrador;5
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Flutuante;41
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Hovercraft;1
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Jet Boat;17
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Lançador de Linhas;1
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Lancha;2898
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Moto-Aquática/similar;512
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Outros;11
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Passageiro;10
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Passageiro / Carga Geral;2
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Rebocador;1
"6º ";Agência Fluvial de São Felix do Araguaia;AGELIX;MT;Veleiro;1
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Balsa;8
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Barcaça;1
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Bote;2420
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Caiaque;39
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Canoa;1
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Chata;8
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Draga;13
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Empurrador;3
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Flutuante;32
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Jet Boat;4
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Lancha;356
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Moto-Aquática/similar;235
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Multicasco (Catamarã, Trimarã, Tetramarã, etc);7
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Rebocador;11
"6º ";Agência Fluvial de Sinop;AGFSIN;MT;Veleiro;1
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Balsa;84
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Barcaça;16
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Batelão;3
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Bote;10389
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Cábrea;1
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Caiaque;28
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Canoa;98
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Carga Geral;2
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Chata;350
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Draga;255
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Empurrador;6
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Escuna;2
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Flotel;1
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Flutuante;210
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Hovercraft;4
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Iate;1
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Jangada;3
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Jet Boat;56
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Lançador de Linhas;8
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Lancha;7301
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Moto-Aquática/similar;2169
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Multicasco (Catamarã, Trimarã, Tetramarã, etc);12
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Outros;1672
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Passageiro;7
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Passageiro / Carga Geral;2
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Pesqueiro;1
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Plataforma Fixa;2
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Rebocador;36
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Saveiro;2
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Traineira;2
"6º ";Capitania Fluvial de Mato Grosso;CFCUIA;MT;Veleiro;4
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Apoio à Manobra;8
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Balsa;66
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Barcaça;69
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Batelão;2
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Bote;13902
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Cábrea;1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Caiaque;39
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Caique;1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Canoa;8
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Carga Geral;6
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Chata;94
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Draga;46
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Empurrador;31
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Escuna;1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Flutuante;57
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Jangada;1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Jet Boat;8
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Lancha;3103
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Manuseio de Âncora (AHTS);1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Moto-Aquática/similar;1120
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Multicasco (Catamarã, Trimarã, Tetramarã, etc);17
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Outros;3143
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Passageiro;54
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Passageiro / Carga Geral;1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Pesqueiro;2
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Plataforma Fixa;1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Rebocador;36
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Roll-on / Roll-off Passageiro (Ferry Boat);1
"6º ";Capitania Fluvial do Pantanal;CPUMBA;MS;Veleiro;7
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Alvarenga;1
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Balsa;73
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Barcaça;21
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Batelão;3
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Bote;5013
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Cábrea;8
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Caiaque;66
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Caique;5
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Canoa;1480
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Carga Geral;4
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Chata;14230
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Draga;215
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Empurrador;3
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Escuna;4
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Flutuante;162
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Jangada;92
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Jet Boat;42
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Lançador de Linhas;2
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Lancha;6924
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Laser;2
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Manuseio de Âncora (AHTS);2
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Manuseio de Linhas;1
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Moto-Aquática/similar;6230
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Multicasco (Catamarã, Trimarã, Tetramarã, etc);159
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Oceonagráfico;1
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Outros;16669
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Passageiro;16
